CompanyName,Year,Sales,OperatingProfit,NetIncome,OperatingActivitiesCashFlow,InvestmentActivitiesCashFlow,FinancialActivitiesCashFlow,AccountsReceivable,AccountsReceivableTurnover,AccountsReceivableTurnoverDays,CostofGoodsSold,Inventory,InventoryTurnover,InventoryTurnoverDays,InventoryTotalAssets,TotalBorrowings,FinancialCosts,TotalLiabilities,TotalCapital,DebtRatio,Bankruptcy
KR모터스,2017,21638024938 ,-18072657357 ,-21722138787 ,-10459700427 ,-5691639822 ,15387144844 ,133295283 ,162.33 ,2.25 ,32465799600 ,6613289929 ,4.91 ,74.35 ,127527341535 ,31721336996 ,4781012276 ,75708785310 ,127527341535 ,0.59 ,0
KSS해운,2013,117715716425 ,19045256288 ,26377626569 ,33999834407 ,-50375600731 ,14171543524 ,1706585386 ,68.98 ,5.29 ,90066921080 ,3230457883 ,27.88 ,13.09 ,339056173448 ,281999997 ,4125273259 ,178301241456 ,339056173448 ,0.53 ,0
KSS해운,2014,137260238533 ,22042087187 ,21030045520 ,39342387923 ,-144942312371 ,109315252149 ,4449198204 ,30.85 ,11.83 ,105996123549 ,3976310735 ,26.66 ,13.69 ,494936207991 ,8646815988 ,6012118468 ,310586609699 ,494936207991 ,0.63 ,0
KSS해운,2015,143476768602 ,29732707900 ,23151544211 ,53980684219 ,-42035690650 ,-12662912859 ,3860349566 ,37.17 ,9.82 ,104219261086 ,3210579168 ,32.46 ,11.24 ,545682716847 ,41063759952 ,7092527065 ,333550194788 ,545682716847 ,0.61 ,0
LG생명과학,2013,407954501782 ,15419308789 ,4188526924 ,14939725382 ,-80301821917 ,47448356706 ,105241842554 ,3.88 ,94.16 ,216641599030 ,97893296302 ,2.21 ,164.93 ,609638275055 ,247390047007 ,9820025677 ,355584624546 ,609638275055 ,0.58 ,0
LG생명과학,2014,411780152100 ,15399950716 ,-2543005317 ,18676437844 ,-53017205252 ,59970229220 ,103400597474 ,3.98 ,91.65 ,223956913078 ,100382678766 ,2.23 ,163.60 ,648656154971 ,308002473844 ,12195044250 ,399519258185 ,648656154971 ,0.62 ,0
LG생명과학,2015,435446816306 ,26136971686 ,12443782196 ,53013308603 ,-90846495013 ,11346499272 ,107192067407 ,4.06 ,89.85 ,231769282750 ,114341553026 ,2.03 ,180.07 ,703705604242 ,319721458290 ,12059359058 ,445384074854 ,703705604242 ,0.63 ,0
LIG넥스원,2013,1208198158593 ,51394878987 ,55151694361 ,175718248678 ,-70337862542 ,-70682010000 ,39081610996 ,30.91 ,11.81 ,1078414647946 ,69160552691 ,15.59 ,23.41 ,1456424977400 ,121706910000 ,7135890853 ,1118200723901 ,1456424977400 ,0.77 ,0
LIG넥스원,2014,1400103999746 ,73033274554 ,50554088497 ,64995904356 ,-74541414290 ,-28085260000 ,59440930907 ,23.55 ,15.50 ,1244390404082 ,85524857508 ,14.55 ,25.09 ,1626355880437 ,107021650000 ,8532926360 ,1268240037139 ,1626355880437 ,0.78 ,0
LIG넥스원,2015,1903224118864 ,112764584691 ,83022325304 ,9657829039 ,-64918966317 ,86580189910 ,160842941502 ,11.83 ,30.85 ,1679427960759 ,95863574552 ,17.52 ,20.83 ,1754053470221 ,55499260000 ,6477405111 ,1176975052003 ,1754053470221 ,0.67 ,0
LS네트웍스,2013,695547406404 ,3623146504 ,-12624864963 ,-4638750723 ,-39437612717 ,47120904020 ,86298890149 ,8.06 ,45.29 ,448721174720 ,170280431453 ,2.64 ,138.51 ,1295192275521 ,358087952593 ,23539254976 ,629270648516 ,1295192275521 ,0.49 ,0
LS네트웍스,2014,845738725941 ,11131915721 ,-18217755743 ,-54210379894 ,-9752465692 ,72631151035 ,174708541891 ,4.84 ,75.40 ,578747990179 ,193257145130 ,2.99 ,121.88 ,1412632453822 ,192926257604 ,20927565312 ,768973588123 ,1412632453822 ,0.54 ,0
LS네트웍스,2015,691163867501 ,-66316054604 ,-97382264460 ,5107510095 ,-69098868544 ,48032255873 ,110374926126 ,6.26 ,58.29 ,489978081581 ,203098703292 ,2.41 ,151.29 ,1314804964569 ,375481555335 ,18252130872 ,772685124923 ,1314804964569 ,0.59 ,0
LS네트웍스,2016,335727455662 ,-51861021593 ,-71846028356 ,-34814054242 ,153676278936 ,-110707890529 ,9293888947 ,36.12 ,10.10 ,208616735676 ,81933591663 ,2.55 ,143.35 ,1073362854953 ,372003931506 ,17633234970 ,602207575367 ,1073362854953 ,0.56 ,0
LS네트웍스,2017,235484215905 ,9773220894 ,8333579750 ,-2735939108 ,49433343479 ,-32401956972 ,8755056812 ,26.90 ,13.57 ,127811677083 ,85890783489 ,1.49 ,245.28 ,1047717135507 ,44835193873 ,18365153760 ,568217836349 ,1047717135507 ,0.54 ,0
MBK,2013,10591975056 ,-3356024409 ,-2005120190 ,-365997091 ,-10465832343 ,-710039920 ,1253618236 ,8.45 ,43.20 ,7978289229 ,2480750601 ,3.22 ,113.49 ,43158455802 ,8000000000 ,165055536 ,11840723712 ,43158455802 ,0.27 ,0
MBK,2014,9131968934 ,-5351309172 ,-6445704424 ,-3165370990 ,-3828288449 ,7231250340 ,1177543963 ,7.76 ,47.07 ,8191510694 ,1671361287 ,4.90 ,74.47 ,44149639280 ,9076923070 ,458973491 ,18966931078 ,44149639280 ,0.43 ,0
MH에탄올,2013,46298515715 ,9650240730 ,-11627211173 ,5638466551 ,-4646565947 ,-946919569 ,10867589603 ,4.26 ,85.68 ,33247791428 ,6094593623 ,5.46 ,66.91 ,122520742480 ,71591762357 ,3195256995 ,75400817207 ,122520742480 ,0.62 ,0
MH에탄올,2014,48983781154 ,8746817545 ,4618332430 ,5125821861 ,35174665282 ,-40343384680 ,12206526131 ,4.01 ,90.96 ,37109977302 ,6986597558 ,5.31 ,68.72 ,85253876396 ,29407823631 ,1722770150 ,32745992751 ,85253876396 ,0.38 ,0
MH에탄올,2015,50386203006 ,11094172275 ,7744832107 ,13354086494 ,2921163524 ,-13157831021 ,11229341794 ,4.49 ,81.35 ,36425004877 ,3603073838 ,10.11 ,36.10 ,78691328003 ,18619660000 ,893729707 ,21121539093 ,78691328003 ,0.27 ,0
MH에탄올,2016,48897025351 ,11876871580 ,8134872561 ,12230065332 ,1476766780 ,-15501540890 ,11919357810 ,4.10 ,88.97 ,33962391577 ,5538540197 ,6.13 ,59.52 ,72025138256 ,348460000 ,418568434 ,8767625182 ,72025138256 ,0.12 ,0
MH에탄올,2017,48270463883 ,10452914394 ,5903108321 ,10755779189 ,-38163672666 ,26811881825 ,10630525655 ,4.54 ,80.38 ,34577246753 ,5502544810 ,6.28 ,58.09 ,107437079386 ,25212860000 ,626209754 ,42738147153 ,107437079386 ,0.40 ,0
MPK,2015,110334442101 ,-7258907426 ,-5685686269 ,-3590796061 ,-24374984369 ,17822746365 ,9670837657 ,11.41 ,31.99 ,61014787630 ,1367258176 ,44.63 ,8.18 ,100202637253 ,16200000000 ,536985538 ,58691441632 ,100202637253 ,0.59 ,0
PN풍년,2013,74142560554 ,1003832830 ,976480875 ,1796494816 ,-2019112916 ,-123690348 ,7090294513 ,10.46 ,34.91 ,57028024011 ,11594444800 ,4.92 ,74.21 ,45348903896 ,6690972433 ,353630324 ,17832984938 ,45348903896 ,0.39 ,0
PN풍년,2014,74554804354 ,1421606537 ,1061857634 ,2981274838 ,-905380350 ,-1142375283 ,8350334600 ,8.93 ,40.88 ,55909065560 ,8980424078 ,6.23 ,58.63 ,43681619876 ,5783564150 ,282700583 ,15338810284 ,43681619876 ,0.35 ,0
PN풍년,2015,74519448732 ,1869130981 ,1319384016 ,4639321159 ,-1282152946 ,-854962323 ,8163084705 ,9.13 ,39.98 ,55274193480 ,8632239403 ,6.40 ,57.00 ,44591275829 ,5163568827 ,220273467 ,15164049221 ,44591275829 ,0.34 ,0
PN풍년,2016,76146752402 ,2170437522 ,1753874242 ,2718239310 ,-9495985337 ,2592916001 ,11043650224 ,6.90 ,52.94 ,55073312253 ,9466032785 ,5.82 ,62.74 ,51363537690 ,7991451828 ,259585583 ,20417403840 ,51363537690 ,0.40 ,0
PN풍년,2017,67111332558 ,1563901289 ,1434999425 ,396056505 ,1739084724 ,-252118828 ,8172574211 ,8.21 ,44.45 ,47421578507 ,9166981319 ,5.17 ,70.56 ,48628437552 ,7974300000 ,379792768 ,16482271277 ,48628437552 ,0.34 ,0
S&T모티브,2013,746022972308 ,51340001308 ,34373355913 ,34932420803 ,-62045509390 ,17223321334 ,198498900833 ,3.76 ,97.12 ,650840139659 ,117259097959 ,5.55 ,65.76 ,855126770963 ,56684881739 ,11748175153 ,351928671052 ,855126770963 ,0.41 ,0
S&T모티브,2014,781588273269 ,54797066529 ,45571478330 ,62616930272 ,-6517688126 ,-45263245339 ,208644708462 ,3.75 ,97.44 ,680483268724 ,123025076861 ,5.53 ,65.99 ,874061412133 ,20000000000 ,13643743593 ,338479157471 ,874061412133 ,0.39 ,0
S&T모티브,2015,874269406085 ,88266113161 ,77854752033 ,67967746989 ,-1220570696 ,-14298780070 ,209013287816 ,4.18 ,87.26 ,722838400479 ,117963105855 ,6.13 ,59.57 ,912895157044 ,347267097 ,14123256821 ,298283668869 ,912895157044 ,0.33 ,0
S-Oil,2013,31158528000000 ,366044000000 ,289306000000 ,793070000000 ,-95500000000 ,-547369000000 ,2160193000000 ,14.42 ,25.31 ,30229317000000 ,4237915000000 ,7.13 ,51.17 ,11914935000000 ,3206478000000 ,250001000000 ,6565330000000 ,11914935000000 ,0.55 ,0
S-Oil,2014,28557562000000 ,-289704000000 ,-288165000000 ,879211000000 ,-964197000000 ,211868000000 ,1524056000000 ,18.74 ,19.48 ,28282216000000 ,2415448000000 ,11.71 ,31.17 ,10249414000000 ,3637645000000 ,329258000000 ,5345197000000 ,10249414000000 ,0.52 ,0
S-Oil,2015,17890272000000 ,817604000000 ,628136000000 ,2475536000000 ,-2801853000000 ,-184101000000 ,1030881000000 ,17.35 ,21.03 ,16438773000000 ,1598710000000 ,10.28 ,35.50 ,10784946000000 ,3595197000000 ,253480000000 ,5403055000000 ,10784946000000 ,0.50 ,0
S-Oil,2016,16321843000000 ,1616889000000 ,1207083000000 ,1721984000000 ,-1966919000000 ,811125000000 ,181249000000 ,90.05 ,4.05 ,14020892000000 ,2423440000000 ,5.79 ,63.09 ,13950676000000 ,4709461000000 ,244830000000 ,7565429000000 ,13950676000000 ,0.54 ,0
S-Oil,2017,20891340000000 ,1374649000000 ,1249156000000 ,1139745000000 ,-832671000000 ,-598264000000 ,219629000000 ,95.12 ,3.84 ,18783141000000 ,2790742000000 ,6.73 ,54.23 ,15077563000000 ,4844210000000 ,126834000000 ,8238464000000 ,15077563000000 ,0.55 ,0
SBS,2016,798556102107 ,-8910315237 ,-1085800703 ,937470612 ,-27408233903 ,5746543350 ,195753410816 ,4.08 ,89.47 ,807466417344 ,1903760663 ,424.14 ,0.86 ,895673723343 ,189493320948 ,4493930720 ,352861863060 ,895673723343 ,0.39 ,0
SBS,2017,737690106322 ,14007944893 ,14014096402 ,82983756832 ,-125000476441 ,39558906000 ,196206125030 ,3.76 ,97.08 ,723682161429 ,1820154500 ,397.59 ,0.92 ,1043991727118 ,229458761625 ,3970017515 ,486206097165 ,1043991727118 ,0.47 ,0
SDN,2013,39148751706 ,1732895167 ,-3997157295 ,11501219532 ,1670766833 ,-12009564592 ,27426448585 ,1.43 ,255.71 ,26984987607 ,7619435201 ,3.54 ,103.06 ,101128729585 ,47104041849 ,5292229843 ,56244591537 ,101128729585 ,0.56 ,0
SDN,2014,41981843561 ,-171457669 ,-7835065283 ,694497094 ,-360039191 ,-2034779613 ,23336270225 ,1.80 ,202.89 ,31277850917 ,9407869539 ,3.32 ,109.79 ,94282631449 ,44145078931 ,5086161326 ,52903811507 ,94282631449 ,0.56 ,0
SDN,2015,47165352113 ,5033103092 ,914143456 ,3068826106 ,-462568940 ,-2350307523 ,7875030368 ,5.99 ,60.94 ,31584188636 ,8171460322 ,3.87 ,94.43 ,92588513917 ,39254681898 ,5349430681 ,46768472690 ,92588513917 ,0.51 ,0
SDN,2016,34268003842 ,588506751 ,-1575781989 ,422536765 ,1994083314 ,-2434203689 ,7217685008 ,4.75 ,76.88 ,23827996516 ,8058023540 ,2.96 ,123.43 ,88416399667 ,3586240000 ,2464410663 ,42268808446 ,88416399667 ,0.48 ,0
SDN,2017,50699381155 ,2800159985 ,2749612882 ,-6628316014 ,-636559947 ,8956806794 ,18808044544 ,2.70 ,135.40 ,37009371610 ,7332691779 ,5.05 ,72.32 ,101150327047 ,3318560000 ,3258140638 ,50078519701 ,101150327047 ,0.50 ,0
SG&G,2013,55592765087 ,3638539319 ,3221944662 ,4159810365 ,-5954988138 ,4000000000 ,6788884937 ,8.19 ,44.57 ,48496268644 ,1767980451 ,27.43 ,13.31 ,101315754520 ,6000000000 ,518899304 ,12837798499 ,101315754520 ,0.13 ,0
SG&G,2014,54869906021 ,4254875111 ,3296040247 ,358211283 ,-11145684388 ,11800000000 ,8061227194 ,6.81 ,53.62 ,46746567255 ,3441453769 ,13.58 ,26.87 ,116153330702 ,17800000000 ,791668661 ,24518757491 ,116153330702 ,0.21 ,0
SG&G,2015,48118092022 ,1960891843 ,4077050340 ,2595302418 ,-5258535566 ,1180000000 ,6442843460 ,7.47 ,48.87 ,41790062506 ,2659734742 ,15.71 ,23.23 ,120343287528 ,19000000000 ,714773521 ,24627882802 ,120343287528 ,0.20 ,0
SG&G,2016,48507190589 ,3357280255 ,3549939729 ,2462004494 ,-1737640088 ,-500000000 ,24946501108 ,1.94 ,187.71 ,40678111746 ,2396184255 ,16.98 ,21.50 ,126019713898 ,18500000000 ,691282230 ,26644694898 ,126019713898 ,0.21 ,0
SG&G,2017,55141217410 ,3070044784 ,2686807320 ,742656160 ,-3425269518 ,850000000 ,27480988207 ,2.01 ,181.91 ,47403787021 ,3782402191 ,12.53 ,29.12 ,130881255100 ,19350000000 ,839263390 ,28961657056 ,130881255100 ,0.22 ,0
SGA,2013,43180691664 ,92809049 ,143269193 ,-310666826 ,-8199551429 ,5654763926 ,23142984278 ,1.87 ,195.62 ,34151167304 ,1615523342 ,21.14 ,17.27 ,53866597691 ,2767952193 ,1585738744 ,22221248472 ,53866597691 ,0.41 ,0
SGA,2014,40940420926 ,16075857 ,126540071 ,2084642604 ,-776363668 ,2627419366 ,26609710469 ,1.54 ,237.24 ,31923571009 ,3319972357 ,9.62 ,37.96 ,62261227353 ,4830499351 ,1958295176 ,28605091857 ,62261227353 ,0.46 ,0
SGA,2015,43618538515 ,-201926826 ,-2205101966 ,-4101887294 ,-5863028403 ,10881651002 ,28958104830 ,1.51 ,242.32 ,37040270833 ,1055956806 ,35.08 ,10.41 ,65245211922 ,1566665000 ,1433220983 ,18301859595 ,65245211922 ,0.28 ,0
SGA,2016,33463477641 ,-3720942567 ,680184161 ,-458879867 ,-8905025736 ,8407402321 ,20523660800 ,1.63 ,223.86 ,29471255444 ,3730849604 ,7.90 ,46.21 ,75821013688 ,12508451500 ,669085277 ,24548998716 ,75821013688 ,0.32 ,0
SGA,2017,37759224673 ,-5295901573 ,-9228766348 ,1474344923 ,-7678207256 ,6247834052 ,21347397918 ,1.77 ,206.35 ,30557015467 ,3170288309 ,9.64 ,37.87 ,85285136953 ,10337300697 ,1087180353 ,41744354302 ,85285136953 ,0.49 ,0
SGA솔루션즈,2013,14263905813 ,2415181634 ,2269592005 ,-2051005414 ,-2745942313 ,3978000000 ,8881902834 ,1.61 ,227.28 ,6576791461 ,236900000 ,27.76 ,13.15 ,15294043226 ,2540402900 ,375062377 ,8891359205 ,15294043226 ,0.58 ,0
SGA솔루션즈,2014,19994383413 ,4171053894 ,3549625465 ,4460900587 ,-4528556288 ,491103224 ,7847845050 ,2.55 ,143.26 ,10777340461 ,1205168363 ,8.94 ,40.82 ,33640050588 ,1346874483 ,424111624 ,5037495126 ,33640050588 ,0.15 ,0
SGA솔루션즈,2015,13528883434 ,3868526040 ,2941588667 ,-829324785 ,5656117244 ,4175395423 ,14179120592 ,0.95 ,382.54 ,7165891899 ,5757450827 ,1.24 ,293.26 ,43943160486 ,5536994262 ,131207856 ,11937599257 ,43943160486 ,0.27 ,0
SGA솔루션즈,2016,28402273057 ,4143473947 ,3015497917 ,-165917619 ,-24123489044 ,16696259469 ,16952358974 ,1.68 ,217.86 ,17217174507 ,6417830174 ,2.68 ,136.06 ,67220488023 ,4851411631 ,1191843845 ,28008166778 ,67220488023 ,0.42 ,0
SGA솔루션즈,2017,20466860325 ,973188564 ,1475662315 ,2498665164 ,-1818621706 ,-1430909470 ,16759423427 ,1.22 ,298.88 ,11281605424 ,6785558770 ,1.66 ,219.54 ,65460187811 ,3500000000 ,756815636 ,14388077249 ,65460187811 ,0.22 ,0
SG세계물산,2013,312689449511 ,-773760511 ,-4627349953 ,-2746949671 ,1792500468 ,-1820255369 ,34168133968 ,9.15 ,39.88 ,220756404777 ,71574386214 ,3.08 ,118.34 ,290365335006 ,24856658197 ,509513449 ,76433053953 ,290365335006 ,0.26 ,0
SG세계물산,2014,340528691358 ,-2153600976 ,-11457354206 ,-5003856645 ,-4408483761 ,9522753372 ,42981363141 ,7.92 ,46.07 ,248551530429 ,68810044369 ,3.61 ,101.05 ,288872179832 ,35357448034 ,222814656 ,87060912151 ,288872179832 ,0.30 ,0
SG세계물산,2015,315376986199 ,3859455950 ,2641886886 ,11563663701 ,-11875428370 ,789418803 ,30666587625 ,10.28 ,35.49 ,225084776877 ,65932104185 ,3.41 ,106.92 ,291470302882 ,36407533617 ,384236458 ,85121753098 ,291470302882 ,0.29 ,0
SG세계물산,2016,305134793740 ,1005884105 ,-3906468539 ,-4194655405 ,-5439079512 ,10708451464 ,38547146498 ,7.92 ,46.11 ,219377009043 ,65951933869 ,3.33 ,109.73 ,301415889314 ,47832779827 ,647466286 ,98324177239 ,301415889314 ,0.33 ,0
SG세계물산,2017,257343341499 ,-1787446196 ,-7500006480 ,9708444413 ,-38682543790 ,25611920388 ,34935604607 ,7.37 ,49.55 ,173995556550 ,70953017273 ,2.45 ,148.84 ,321749844750 ,78105298120 ,1071385317 ,127445701907 ,321749844750 ,0.40 ,0
SG충남방적,2013,114461549421 ,5148916650 ,2785899734 ,-2013995238 ,1266804891 ,4461459633 ,14312812766 ,8.00 ,45.64 ,103968224970 ,60677571744 ,1.71 ,213.02 ,170191458627 ,15040119000 ,1779044903 ,68201507598 ,170191458627 ,0.40 ,0
SG충남방적,2014,99003341692 ,6365888662 ,-1421544831 ,-12238476017 ,-1633236503 ,10105168005 ,11313051364 ,8.75 ,41.71 ,90784556335 ,20877136721 ,4.35 ,83.94 ,172505126741 ,43612035959 ,1732960610 ,71049722125 ,172505126741 ,0.41 ,0
SG충남방적,2015,92274206035 ,-1070207787 ,-2725112390 ,4351779671 ,-1264388457 ,-205655882 ,12980710452 ,7.11 ,51.35 ,84580240017 ,19492036816 ,4.34 ,84.12 ,170488069588 ,22337890252 ,1744041258 ,72814039655 ,170488069588 ,0.43 ,0
SH 홀딩스,2014,12237542137 ,-3232770671 ,-5554856938 ,-4213849539 ,9844016377 ,-4479060996 ,2864022010 ,4.27 ,85.42 ,16848907959 ,32946553 ,511.40 ,0.71 ,36000120090 ,60000000 ,2676068602 ,4523319298 ,36000120090 ,0.13 ,0
SH 홀딩스,2015,10948019402 ,-3254340945 ,3672017945 ,-2227112136 ,-3461487576 ,19553250715 ,1898325973 ,5.77 ,63.29 ,11997913183 ,6130481 ,1957.09 ,0.19 ,58149373508 ,11789841242 ,882326236 ,13988265951 ,58149373508 ,0.24 ,0
SIMPAC,2013,204527751202 ,23741360971 ,19196135814 ,11709354957 ,-49065960591 ,23306145860 ,70233453684 ,2.91 ,125.34 ,163875499200 ,25606745537 ,6.40 ,57.03 ,349836890632 ,63828949700 ,3763822595 ,151936024476 ,349836890632 ,0.43 ,0
SIMPAC,2014,227491802961 ,18736806273 ,10218574679 ,29061253245 ,18185471390 ,-37652679700 ,66394652526 ,3.43 ,106.53 ,188349314687 ,31897827077 ,5.90 ,61.81 ,329325876032 ,27504386800 ,4009474013 ,125420957171 ,329325876032 ,0.38 ,0
SIMPAC,2015,213152302920 ,23630499437 ,19448582804 ,10489829623 ,-24960399225 ,9501030800 ,65352872105 ,3.26 ,111.91 ,171341851305 ,48860928218 ,3.51 ,104.09 ,369348916530 ,40000000000 ,2290428177 ,149261391269 ,369348916530 ,0.40 ,0
SIMPAC,2016,209023831927 ,21406076180 ,16444649782 ,30470575007 ,1868195786 ,-8572093685 ,59158562503 ,3.53 ,103.30 ,175971603532 ,41542909864 ,4.24 ,86.17 ,366245273313 ,10000000000 ,2299884506 ,137286101355 ,366245273313 ,0.37 ,0
SIMPAC,2017,193298865008 ,13971088512 ,7133939525 ,-13628627961 ,-1221063285 ,-670362305 ,69125774928 ,2.80 ,130.53 ,168484355837 ,34297232254 ,4.91 ,74.30 ,343005145195 ,15000000000 ,4806851476 ,119223157217 ,343005145195 ,0.35 ,0
SIMPAC METALLOY,2013,115554350281 ,6416240197 ,7217784501 ,4819259049 ,12909034175 ,3417494949 ,10190772884 ,11.34 ,32.19 ,102798027364 ,21468282786 ,4.79 ,76.23 ,223459479898 ,29417264640 ,1746918577 ,46397593206 ,223459479898 ,0.21 ,0
SIMPAC METALLOY,2014,110919616725 ,5280480811 ,6272602093 ,3682623876 ,-38778702917 ,-5430310240 ,10548744164 ,10.51 ,34.71 ,99449410231 ,19990289135 ,4.97 ,73.37 ,216660307947 ,25000000000 ,1087190706 ,36019081147 ,216660307947 ,0.17 ,0
SIMPAC METALLOY,2015,93334835762 ,2472462667 ,3103800596 ,15008869821 ,35304773585 ,-12132617110 ,8253221929 ,11.31 ,32.28 ,85368798982 ,10813508320 ,7.89 ,46.23 ,206435531061 ,15000000000 ,643150602 ,24823120775 ,206435531061 ,0.12 ,0
SKC,2016,1380829845672 ,97812264312 ,87738459947 ,162776068807 ,-73685003397 ,-69407414135 ,8018951157 ,172.20 ,2.12 ,1112046825140 ,124750313281 ,8.91 ,40.95 ,2695396994945 ,767880538312 ,49950960997 ,1152788041792 ,2695396994945 ,0.43 ,0
SKC,2017,1403473050602 ,139248607560 ,37918445851 ,204710313726 ,-167282446427 ,-43347122540 ,1903461499 ,737.33 ,0.50 ,1126493164233 ,129232073928 ,8.72 ,41.87 ,2690926469665 ,769916310810 ,37024522042 ,1152170817760 ,2690926469665 ,0.43 ,0
SKC 솔믹스,2013,102802915885 ,-19038128030 ,-31808669825 ,597979660 ,-5584051302 ,5756369795 ,22832606378 ,4.50 ,81.07 ,113831969664 ,32421748586 ,3.51 ,103.96 ,291941607112 ,197966304520 ,12934347542 ,225176193069 ,291941607112 ,0.77 ,0
SKC 솔믹스,2014,110989745900 ,2649598638 ,-13145639159 ,-3692576757 ,-2372771070 ,1714233863 ,32254241255 ,3.44 ,106.07 ,99688380920 ,36494179200 ,2.73 ,133.62 ,275890559766 ,187196325618 ,13068434057 ,221709223540 ,275890559766 ,0.80 ,0
SKC 솔믹스,2015,112343632404 ,3502922441 ,-40921775611 ,27095127130 ,-2989524064 ,-24807342675 ,27204025445 ,4.13 ,88.38 ,101155118345 ,29953962577 ,3.38 ,108.08 ,208848338980 ,164148246430 ,10803551670 ,189505202385 ,208848338980 ,0.91 ,0
SKC 솔믹스,2016,94081030298 ,17690972654 ,-35238855090 ,27027826561 ,2598991737 ,-29033501230 ,24307853399 ,3.87 ,94.31 ,71114186904 ,20301097793 ,3.50 ,104.20 ,154178256588 ,26668973348 ,2396802117 ,121486267407 ,154178256588 ,0.79 ,0
SKC 솔믹스,2017,131738018145 ,24003357991 ,39094156921 ,45538607976 ,-4452579989 ,-33021411376 ,16142944100 ,8.16 ,44.73 ,100309303032 ,26404080709 ,3.80 ,96.08 ,167796374466 ,8000000000 ,5058417158 ,96490386181 ,167796374466 ,0.58 ,0
SKC코오롱PI,2013,133705040530 ,39458876319 ,25689542488 ,45169367025 ,-1611063600 ,-32058125847 ,14772293079 ,9.05 ,40.33 ,83415416058 ,20220877675 ,4.13 ,88.48 ,263901502002 ,15873387805 ,1683348214 ,51781865025 ,263901502002 ,0.20 ,0
SKC코오롱PI,2014,137068832804 ,37419513778 ,21625327092 ,24137458587 ,-3898763562 ,-45160879477 ,19926797865 ,6.88 ,53.06 ,88278874446 ,22344916535 ,3.95 ,92.39 ,241471683193 ,9923629090 ,1321729552 ,47800312458 ,241471683193 ,0.20 ,0
SKC코오롱PI,2015,136308520076 ,28941795132 ,16983489111 ,22159451548 ,-29621876486 ,7396049395 ,18834154236 ,7.24 ,50.43 ,94385302432 ,25018098821 ,3.77 ,96.75 ,269802134836 ,27117364849 ,420649027 ,59209879820 ,269802134836 ,0.22 ,0
SK가스,2016,3383056560140 ,110726858306 ,86885652145 ,-17643375819 ,10633390185 ,45452474074 ,539865496391 ,6.27 ,58.25 ,3059684343328 ,131724787209 ,23.23 ,15.71 ,2452252526411 ,539721891406 ,125441398611 ,1233981525501 ,2452252526411 ,0.50 ,0
SK가스,2017,4151828216431 ,82454905526 ,83803785841 ,77709711361 ,-121583936636 ,96783511285 ,592179495082 ,7.01 ,52.06 ,3855483286228 ,228803001998 ,16.85 ,21.66 ,2809724465721 ,691012324333 ,171376661267 ,1480470792082 ,2809724465721 ,0.53 ,0
SK네트웍스,2013,23739620446948 ,138802348690 ,-530626190343 ,507135282853 ,99502863719 ,-421714591438 ,1303688888906 ,18.21 ,20.04 ,22053666612048 ,806527172918 ,27.34 ,13.35 ,8168923062095 ,2556164016834 ,446215203049 ,5732151907224 ,8168923062095 ,0.70 ,0
SK네트웍스,2014,20460418440470 ,184404160316 ,11666677921 ,-261736912119 ,348099609984 ,-108223407935 ,1310243058795 ,15.62 ,23.37 ,18920171634276 ,754453599537 ,25.08 ,14.55 ,7883422774641 ,2487367107798 ,348953597174 ,5492900994572 ,7883422774641 ,0.70 ,0
SK네트웍스,2015,18681721368560 ,180298202490 ,78091577735 ,96484081568 ,53094877081 ,-280574143557 ,1050612720340 ,17.78 ,20.53 ,17322235163779 ,1006337178403 ,17.21 ,21.20 ,7704567342154 ,2240620314840 ,314584091527 ,5260155552229 ,7704567342154 ,0.68 ,0
SK이노베이션,2013,1493706575000 ,410763481000 ,237032450000 ,428769778000 ,366845357000 ,-953730121000 ,118042478000 ,12.65 ,28.84 ,760857984000 ,74349112000 ,10.23 ,35.67 ,14486694282000 ,1056957386000 ,129998467000 ,1314865964000 ,14486694282000 ,0.09 ,0
SK이노베이션,2014,1585164360000 ,402360309000 ,138616777000 ,356139977000 ,-720473643000 ,-26426710000 ,139256233000 ,11.38 ,32.07 ,811439656000 ,70323990000 ,11.54 ,31.63 ,14508603389000 ,1648743636000 ,151769605000 ,1516289509000 ,14508603389000 ,0.10 ,0
SK이노베이션,2015,1667199695000 ,384714884000 ,-5617027000 ,597898021000 ,-77030600000 ,-773195000 ,176771183000 ,9.43 ,38.70 ,822475025000 ,63362091000 ,12.98 ,28.12 ,14474189652000 ,1557760034000 ,151877346000 ,1477660430000 ,14474189652000 ,0.10 ,0
SK케미칼,2013,1484565400695 ,71291247232 ,26467836933 ,42991756045 ,-233981292882 ,170289565282 ,385891893941 ,3.85 ,94.88 ,1170887086595 ,252481702888 ,4.64 ,78.71 ,2403408039583 ,302386949060 ,52272033054 ,1440303310125 ,2403408039583 ,0.60 ,0
